"filename", "language", "Markdown", "JSON", "YAML", "Go", "XML", "Docker", "PowerShell", "Batch", "HLSL", "C", "Makefile", "C++", "Python", "Shell Script", "CMake", "Properties", "Rust", "Objective-C++", "Diff", "TypeScript", "JSON with Comments", "JavaScript", "Swift", "Groovy", "comment", "blank", "total"
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\audio_source.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 13, 17, 103
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\audio_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 13, 12, 64
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\audio_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 13, 6, 40
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\data_channel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 13, 21, 126
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\desktop_capturer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 80, 25, 231
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\ice_candidate.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 13, 10, 56
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 13, 10, 78
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\media_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 13, 8, 47
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\media_stream_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 13, 15, 89
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\android.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 13, 3, 22
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\apm.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 13, 12, 122
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\audio_mixer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 13, 13, 109
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\audio_resampler.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 13, 7, 54
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\audio_source.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 42, 24, 206
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\audio_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 13, 16, 90
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\audio_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 13, 6, 34
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\data_channel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 13, 24, 143
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\desktop_capturer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 13, 33, 242
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\frame_cryptor.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 13, 39, 294
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\ice_candidate.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 13, 10, 61
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\media_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 13, 7, 50
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\media_stream_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 13, 10, 79
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 13, 7, 72
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\peer_connection.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 513, 0, 0, 0, 0, 0, 0, 0, 14, 93, 620
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\peer_connection_factory.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 13, 19, 134
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\rtp_parameters.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 14, 21, 263
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\rtp_receiver.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 14, 12, 66
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\rtp_sender.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 14, 15, 84
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\rtp_transceiver.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 13, 14, 99
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\session_description.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 13, 11, 83
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\video_frame.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 778, 0, 0, 0, 0, 0, 0, 0, 21, 102, 901
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\video_source.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 46, 33, 215
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\video_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 13, 18, 95
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\video_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 13, 6, 34
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\native\yuv_helper.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 802, 0, 0, 0, 0, 0, 0, 0, 14, 53, 869
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\peer_connection.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 13, 63, 346
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\peer_connection_factory.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 13, 18, 123
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\prelude.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 13, 2, 44
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\rtp_parameters.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 13, 12, 95
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\rtp_receiver.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 13, 8, 49
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\rtp_sender.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 13, 10, 54
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\rtp_transceiver.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 13, 14, 86
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\session_description.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 13, 14, 91
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\stats.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 529, 0, 0, 0, 0, 0, 0, 0, 19, 77, 625
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\video_frame.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 0, 0, 23, 91, 544
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\video_source.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 29, 21, 135
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\video_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 15, 13, 67
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\video_track.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 13, 6, 40
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\web\data_channel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 13, 14, 118
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\web\media_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 0, 0, 0, 16, 77, 373
"c:\MyProjects\Astrix\client\vendor\rust-sdks\libwebrtc\src\web\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13, 2, 16
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\CHANGELOG.md", "Markdown", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 99
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\access_token.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345, 0, 0, 0, 0, 0, 0, 0, 28, 62, 435
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\http_client.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 14, 29, 162
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 13, 7, 46
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\agent_dispatch.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 50, 11, 138
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\connector.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 86, 15, 289
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\egress.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 420, 0, 0, 0, 0, 0, 0, 0, 17, 38, 475
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\ingress.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 13, 15, 175
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 13, 15, 80
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\room.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 13, 26, 377
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\sip.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, 58, 38, 474
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\services\twirp_client.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 13, 17, 120
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\signal_client\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 661, 0, 0, 0, 0, 0, 0, 0, 93, 123, 877
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\signal_client\region.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 13, 20, 139
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\signal_client\signal_stream.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 49, 54, 422
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-api\src\webhooks.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 13, 10, 63
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\build.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 13, 3, 20
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\generate_proto.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 4, 41
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\index.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 14, 4, 33
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 14, 3, 32
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\darwin-arm64\README.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\darwin-arm64\package.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\darwin-x64\README.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\darwin-x64\package.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\linux-arm64-gnu\README.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\linux-arm64-gnu\package.json", "JSON", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\linux-x64-gnu\README.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\linux-x64-gnu\package.json", "JSON", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\win32-x64-msvc\README.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\npm\win32-x64-msvc\package.json", "JSON", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\package.json", "JSON", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\pnpm-lock.yaml", "YAML", 0, 0, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 1302
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\pnpm-workspace.yaml", "YAML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 18
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\audio_frame_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 603, 0, 0, 0, 0, 591, 397, 1591
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\audio_frame_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 425, 0, 0, 184, 57, 666
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\data_stream_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 749, 0, 0, 0, 0, 725, 467, 1941
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\data_stream_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 482, 0, 0, 221, 62, 765
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\e2ee_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 362, 0, 0, 0, 0, 300, 200, 862
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\e2ee_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 0, 98, 33, 354
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\ffi_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 640, 0, 0, 0, 0, 684, 77, 1401
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\ffi_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 60, 16, 336
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\handle_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 33, 11, 57
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\handle_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 30, 7, 47
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\participant_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 220, 69, 376
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\participant_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 37, 12, 137
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\room_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1607, 0, 0, 0, 0, 1502, 978, 4087
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\room_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1066, 0, 0, 410, 126, 1602
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\rpc_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 145, 99, 385
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\rpc_pb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 58, 17, 171
"c:\MyProjects\Astrix\client\vendor\rust-sdks\livekit-ffi-node-bindings\proto\stats_pb.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 721, 0, 0, 0, 0, 1053, 507, 2281
